date,species,plant,rep,input_by,potted,branch_length,branch_width,branch_height,total_branch_mass,branching,mpa,notes on plant char,start_time_clocktime,start_time,ambient_temp,ambient_humidity,pre_ignition_glow,first_glow_time,ignition,primary_ignition,primary_time_of_flame_end,secondary_ignition,secondary_time_of_flame_end,third_ignition,third_time_of_ignition_flame_end,time_fh,fh,time_of_glow_end,thermocoupler_height,hotplate_height,notes on flame data,
2023-01-03,QUEAGR,5,4,RD,no,25.00,11.10,6.60,28.24,5,-2.3,,14:24:02,14:24:02,22.1,44,0,N/A,M,14:38:58,14:39:34,N/A,N/A,N/A,N/A,14:39:17,38.0,14:40:25,19.0,15.0,,
2022-11-29,QUEAGR,2,3,KF,no,25.00,12.00,6.00,27.88,4,-1.9,,14:24:05,14:24:05,21.7,34,0,N/A,M,14:39:06,14:39:34,N/A,N/A,N/A,N/A,14:39:07,44.0,14:40:20,19.0,15.0,,
2023-01-06,QUEAGR,7,4,RD,no,25.00,13.70,10.20,27.74,5,-2.6,,14:28:07,14:28:07,21.2,39,1,14:30:23,M,14:43:09,14:44:01,N/A,N/A,N/A,N/A,14:43:27,54.0,N/A,19.0,15.0,"glowed past end, clapped at 14:48:16 for glow end time, but can still see stem glowing",
2022-11-01,SALLEU,12,1,RD,yes,25.00,14.50,12.00,26.13,7,-1,,14:29:42,14:29:42,23.7,51,0,N/A,M,14:32:28,14:32:49,N/A,N/A,N/A,N/A,14:32:35,42.0,14:33:21,19.0,17.0,ignited by sample touching pilot flame (not intentional manual ignition),
2022-07-20,CEAGRI,3,3,RD,yes,25.00,8.50,6.30,22.75,5,-2,,14:29:57,14:29:57,33.0,36,0,N/A,M,14:35:12,14:35:29,14:35:25,14:35:32,N/A,N/A,14:35:26,38.0,14:36:34,19.0,14.0,second manual ignition occurred while sample was on fire from first ignition,
2022-07-13,MALLAU,3,1,JL,yes,25.00,17.00,8.00,23.06,0,-1.4,,14:30:20,14:30:20,30.1,36,0,N/A,M,14:36:52,14:37:07,N/A,N/A,N/A,N/A,14:36:58,28.0,14:46:48,18.0,15.0,,
2022-07-27,SALLEU,2,3,JL,yes,25.00,11.00,6.90,21.56,9,-1.7,,14:32:27,14:32:27,32.6,33,1,14:35:03,1,14:35:36,14:35:49,N/A,N/A,N/A,N/A,14:35:37,29.0,14:39:18,19.0,16.0,,
2022-09-02,ERIKAR,10,3,JC,yes,25.00,13.80,2.60,17.78,1,-1.5,,14:33:47,14:33:47,31.7,37,0,N/A,M,14:42:21,14:42:23,N/A,N/A,N/A,N/A,14:42:21,13.0,14:46:39,19.0,15.0,,
2022-07-20,CEAGRI,3,4,RD,yes,25.00,6.70,6.20,21.06,3,-1.5,,14:39:43,14:39:43,32.7,36,0,N/A,M,14:44:58,14:45:21,N/A,N/A,N/A,N/A,14:45:00,32.0,14:46:03,19.0,14.0,,
2022-08-16,SALLEU,5,2,RD,yes,25.00,16.50,4.30,22.20,4,-1.2,Y-shaped,14:40:28,14:40:28,32.5,33,1,14:41:26,1,14:46:31,14:46:53,N/A,N/A,N/A,N/A,14:46:32,16.5,14:47:54,19.0,15.0,,
2022-07-27,SALLEU,2,4,JL,yes,25.00,13.10,4.70,20.57,1,-1.6,,14:41:28,14:41:28,31.9,35,0,N/A,1,14:43:10,14:43:15,N/A,N/A,N/A,N/A,14:43:11,21.0,14:44:13,19.0,16.0,,
2022-12-20,QUEAGR,4,5,RD,no,25.00,20.40,11.00,25.71,7,-2.15,,14:41:46,14:41:46,20.8,38,0,N/A,M,14:59:53,15:01:09,N/A,N/A,N/A,N/A,15:00:09,63.0,15:01:40,19.0,15.0,,
2023-01-03,QUEAGR,5,5,RD,no,25.00,14.20,12.20,26.87,3,-1,,14:42:12,14:42:12,22.1,42,0,N/A,M,14:57:16,14:58:33,N/A,N/A,N/A,N/A,14:57:19,28.0,15:00:49,19.0,15.0,,
2022-11-29,QUEAGR,2,4,RD,no,25.00,12.40,9.70,28.14,3,-2.3,,14:44:13,14:44:13,21.2,35,0,N/A,M,14:59:14,15:00:06,N/A,N/A,N/A,N/A,14:59:15,43.0,15:03:31,19.0,15.0,,
2022-11-01,SALLEU,12,3,RD,yes,25.00,9.00,5.00,20.01,5,-1,,14:45:14,14:45:14,24.9,47,1,14:45:18,M,14:50:14,14:50:54,N/A,N/A,N/A,N/A,14:50:19,22.0,14:52:09,19.0,17.0,ignition by opening door; glow started by touching pilot flame,
2022-07-27,SALLEU,2,5,JL,yes,25.00,5.50,3.40,18.58,0,-1.8,,14:46:50,14:46:50,31.8,35,0,N/A,M,14:56:35,14:56:54,N/A,N/A,N/A,N/A,14:56:36,27.0,14:57:36,19.0,16.0,,
2022-11-22,QUEAGR,1,3,RD,no,25.00,22.00,8.50,31.43,4,-2.3,,14:47:24,14:47:24,22.6,28,1,15:00:09,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:05:46,19.0,16.0,,
2022-07-20,CEAGRI,3,5,RD,yes,25.00,16.20,8.70,25.79,4,-1.85,,14:48:34,14:48:34,32.8,36,0,N/A,M,14:54:08,14:54:44,N/A,N/A,N/A,N/A,14:54:22,36.0,14:58:54,19.0,14.0,,
2022-09-02,ERIKAR,10,4,JC,yes,25.00,4.00,1.00,17.73,0,-1.2,,14:48:40,14:48:40,31.7,37,1,14:49:31,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:52:05,19.0,15.0,,
2023-01-06,QUEAGR,7,5,RD,no,25.00,19.10,11.90,32.88,7,-2.05,,14:50:06,14:50:06,20.8,32,0,N/A,M,14:52:02,14:52:10,N/A,N/A,N/A,N/A,14:52:07,28.0,14:56:52,19.0,15.0,ignited by sample touching pilot flame (not intentional manual ignition),
2022-08-16,SALLEU,5,3,RD,yes,25.00,8.10,5.00,20.22,6,-1,,14:53:25,14:53:25,32.6,34,1,14:54:17,1,14:56:49,14:57:01,14:57:21,14:57:24,N/A,N/A,14:56:55,20.0,14:58:53,19.0,15.0,,
2022-07-13,MALLAU,3,2,JL,yes,25.00,13.00,10.00,30.44,10,-0.9,,14:54:21,14:54:21,30.4,37,0,N/A,M,15:00:10,15:00:42,N/A,N/A,N/A,N/A,15:00:17,43.0,15:05:10,18.0,15.0,,
2022-09-02,ERIKAR,10,5,JC,yes,25.00,9.50,6.00,17.89,2,-1.4,,14:54:25,14:54:25,31.5,37,0,N/A,M,15:00:35,15:00:36,15:00:37,15:00:46,N/A,N/A,15:00:39,17.0,15:02:28,19.0,15.0,,
2022-08-24,SALLEU,10,6,SM,yes,24.90,4.90,3.50,18.57,0,-1.75,,14:56:29,14:56:29,31.9,38,1,14:58:06,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:12:38,19.0,15.5,,
2022-07-27,SALLEU,2,6,JL,yes,25.00,5.40,3.10,19.07,4,-1.3,very few leaves on this sample,15:01:57,15:01:57,30.8,36,0,N/A,M,15:11:47,15:12:10,N/A,N/A,N/A,N/A,15:11:52,14.0,15:12:42,19.0,16.0,,
2023-01-03,QUEAGR,6,1,RD,no,25.00,10.00,8.50,24.49,1,-1.3,,15:02:49,15:02:49,21.5,42,1,15:06:19,M,15:17:57,15:18:28,N/A,N/A,N/A,N/A,15:18:16,20.0,15:19:30,19.0,15.0,,
2022-07-20,CEAGRI,3,6,RD,yes,25.00,13.40,7.00,25.24,6,-1.2,,15:03:23,15:03:23,32.7,36,0,N/A,M,15:08:34,15:09:27,N/A,N/A,N/A,N/A,15:08:35,39.0,15:11:25,19.0,14.0,,
2022-11-29,QUEAGR,2,5,RD,no,25.00,21.00,16.40,37.60,9,-2.1,,15:07:57,15:07:57,20.8,35,0,N/A,M,15:09:30,15:10:35,N/A,N/A,N/A,N/A,15:10:20,50.0,15:11:33,19.0,15.0,sample ignited by pilot flame (but not intentional manual ignition),
2023-01-06,QUEAGR,8,1,RD,no,25.00,23.00,13.10,31.09,9,-2.1,,15:12:02,15:12:02,21.0,32,1,15:25:02,M,15:29:40,15:30:24,N/A,N/A,N/A,N/A,15:29:46,54.0,15:34:07,19.0,15.0,,
2022-07-27,SALLEU,2,7,JL,yes,25.00,4.40,3.90,18.47,0,-1.6,,15:12:55,15:12:55,30.7,36,1,15:23:49,M,15:31:31,15:31:37,N/A,N/A,N/A,N/A,15:31:34,4.0,15:29:42,19.0,16.0,"sample finished glow duration prior to manual ignition; manual ignition is for just small portion of stem that remained after majority of sample was consumed via glowing combustion, didn't really glow much after manual ignition as not much mass left to glow; CONSIDER AS 0 IGNITION?",
2022-07-20,CEAGRI,4,1,RD,yes,25.00,16.00,6.20,22.41,11,-3.2,,15:13:57,15:13:57,31.8,37,0,N/A,M,15:19:12,15:19:34,N/A,N/A,N/A,N/A,15:19:13,35.0,15:20:30,19.0,14.0,,
2022-11-29,QUEAGR,2,6,RD,no,25.00,22.70,15.10,35.11,6,-2.2,,15:14:44,15:14:44,20.4,36,0,N/A,M,15:20:58,15:21:55,N/A,N/A,N/A,N/A,15:21:19,62.0,15:24:32,19.0,15.0,sample ignited by pilot flame (but not intentional manual ignition),
2022-07-13,MALLAU,3,3,JL,yes,25.00,12.00,10.00,26.54,7,-1.2,,15:15:10,15:15:10,31.5,32,0,N/A,M,15:21:42,15:21:54,N/A,N/A,N/A,N/A,15:21:47,33.0,15:23:30,18.0,15.0,,
2023-01-03,QUEAGR,6,2,RD,no,25.00,22.40,15.30,35.54,7,-1.1,,15:21:15,15:21:15,21.3,42,0,N/A,M,15:36:36,15:37:18,N/A,N/A,N/A,N/A,15:36:47,58.0,15:40:14,19.0,15.0,,
2022-07-20,CEAGRI,4,2,RD,yes,25.00,7.50,7.30,19.71,7,-3.4,,15:23:23,15:23:23,32.0,37,0,N/A,M,15:28:41,15:28:48,N/A,N/A,N/A,N/A,15:28:47,30.0,15:29:55,19.0,14.0,,
2022-07-13,MALLAU,4,1,JL,yes,25.00,24.00,16.00,39.06,3,-2.1,,15:29:40,15:29:40,31.5,32,0,N/A,M,15:36:12,15:37:05,N/A,N/A,N/A,N/A,15:36:26,34.0,15:38:26,18.0,15.0,,
2022-07-20,CEAGRI,4,3,RD,yes,12.10,23.00,12.70,22.57,5,-3.8,,15:34:59,15:34:59,33.0,35,0,N/A,M,15:40:37,15:40:57,N/A,N/A,N/A,N/A,15:40:38,23.0,15:41:58,19.0,14.0,,
2023-01-06,QUEAGR,8,2,RD,no,24.00,14.50,7.00,23.94,7,-2.3,,15:35:27,15:35:27,20.9,33,0,N/A,M,15:53:36,15:53:52,N/A,N/A,N/A,N/A,15:53:40,33.0,15:56:43,19.0,15.0,,
2022-07-27,SALLEU,2,8,JL,yes,25.00,12.30,11.90,26.12,13,-1.4,,15:37:04,15:37:04,30.7,36,0,N/A,1,15:44:52,15:45:09,N/A,N/A,N/A,N/A,15:44:59,32.0,15:47:49,19.0,16.0,glare on screen makes glow v. difficult to determine,
2022-11-29,QUEAGR,3,1,RD,no,25.00,16.80,10.90,25.41,3,-1.2,,15:38:16,15:38:16,20.8,36,0,N/A,1,15:41:16,15:41:34,N/A,N/A,N/A,N/A,15:41:24,59.0,15:42:24,19.0,15.0,,
2023-01-03,QUEAGR,6,3,RD,no,23.00,22.80,13.40,28.52,2,-1.2,,15:41:25,15:41:35,20.9,42,1,15:50:21,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:05:06,19.0,15.0,,
2022-07-20,CEAGRI,4,4,RD,yes,23.00,9.00,3.40,19.66,0,-2.8,,15:44:14,15:44:14,32.0,37,0,N/A,M,15:49:29,15:49:44,N/A,N/A,N/A,N/A,15:49:31,29.0,15:50:43,19.0,14.0,,
2022-07-13,MALLAU,5,1,JL,yes,25.00,16.00,10.00,34.46,8,-2,,15:45:09,15:45:09,30.7,34,0,N/A,M,15:51:31,15:51:55,N/A,N/A,N/A,N/A,15:51:37,32.0,15:58:46,18.0,15.0,,
2022-11-29,QUEAGR,3,2,RD,no,25.00,16.90,11.20,29.80,7,-1.95,,15:46:24,15:46:24,20.8,39,0,N/A,M,16:01:21,16:02:02,N/A,N/A,N/A,N/A,16:01:30,51.0,16:04:13,19.0,15.0,,
2022-07-27,SALLEU,3,1,JL,yes,25.00,10.30,7.90,21.50,8,-1.4,,15:50:12,15:50:12,30.4,36,0,N/A,M,16:02:17,16:02:30,N/A,N/A,N/A,N/A,16:02:21,22.0,16:03:50,19.0,16.0,,
2022-11-22,QUEAGR,1,4,RD,no,25.00,13.30,11.90,27.93,4,-2.5,,15:51:15,15:51:15,21.8,31,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.0,16.0,,
2022-07-20,CEAGRI,4,5,RD,yes,25.00,32.00,18.00,37.47,9,-2.1,,15:53:08,15:53:08,32.1,36,0,N/A,M,16:02:01,16:02:28,N/A,N/A,N/A,N/A,16:02:07,33.0,16:12:19,19.0,14.0,,
2023-01-06,QUEAGR,8,3,RD,no,25.00,19.60,6.90,25.94,8,-3,Y shaped,15:57:40,15:57:40,20.8,30,0,N/A,M,16:13:05,16:14:40,N/A,N/A,N/A,N/A,16:13:37,35.0,16:23:01,19.0,15.0,,
2022-11-29,QUEAGR,3,3,RD,no,25.00,24.50,9.70,32.09,4,-1.1,,16:06:08,16:06:08,20.5,37,0,N/A,M,16:21:05,16:21:57,N/A,N/A,N/A,N/A,16:21:15,53.0,16:25:43,19.0,15.0,,
2022-07-27,SALLEU,3,2,JL,yes,25.00,10.90,10.20,23.82,11,-1.7,,16:06:17,16:06:17,29.7,38,1,16:09:06,1,16:12:22,16:13:22,N/A,N/A,N/A,N/A,16:12:25,30.0,16:14:54,19.0,16.0,flame was rather small for last 32 seconds of flame duration,
2023-01-03,QUEAGR,6,4,RD,no,25.00,21.50,8.20,26.69,3,-1.3,,16:06:38,16:06:38,20.6,42,1,16:08:19,M,16:23:43,16:24:39,N/A,N/A,N/A,N/A,16:23:46,48.0,16:27:15,19.0,15.0,,
2022-07-20,CEAGRI,4,6,RD,yes,25.00,15.20,10.30,22.96,5,-2.65,,16:15:12,16:15:12,33.0,34,0,N/A,1,16:20:15,16:21:23,N/A,N/A,N/A,N/A,16:20:22,35.0,16:23:54,19.0,14.0,,
2022-07-27,SALLEU,3,3,JL,yes,25.00,7.50,3.30,20.32,4,-2,,16:21:41,16:21:41,29.5,38,1,16:23:21,M,16:34:07,16:34:41,N/A,N/A,N/A,N/A,16:34:11,19.0,16:38:13,19.0,16.0,,
2023-01-06,QUEAGR,8,4,RD,no,25.00,16.00,8.20,28.17,10,-3.1,,16:24:15,16:24:15,20.5,36,1,16:28:38,M,16:42:16,16:43:15,N/A,N/A,N/A,N/A,16:42:28,55.0,16:45:33,19.0,15.0,,
2023-01-03,QUEAGR,6,5,RD,no,25.00,21.30,10.00,30.61,3,-1.25,,16:28:34,16:28:34,19.8,44,1,16:31:41,M,16:44:11,16:44:32,N/A,N/A,N/A,N/A,16:44:14,40.0,16:46:01,19.0,15.0,,
2022-11-29,QUEAGR,3,4,RD,no,22.50,8.50,5.80,21.12,1,-2.2,,16:28:50,16:28:50,20.3,35,0,N/A,M,16:40:33,16:41:19,N/A,N/A,N/A,N/A,16:40:34,42.0,16:43:21,19.0,15.0,,
2022-11-15,MALLAU,11,1,RD,yes,25.00,22.10,7.40,27.89,0,-0.3,,16:32:53,16:32:53,22.4,34,1,16:33:07,M,16:40:15,16:40:40,N/A,N/A,N/A,N/A,16:40:24,35.0,N/A,19.5,16.0,glow start by touching pilot flame; still glowing at end of video (16:46:52),
2022-11-15,MALLAU,11,2,RD,yes,25.00,26.00,11.30,31.69,4,-0.7,,16:49:22,16:49:22,22.9,33,1,16:49:35,M,16:55:06,16:55:42,N/A,N/A,N/A,N/A,16:55:09,36.0,16:56:54,19.5,16.0,glow start by touching pilot flame,
2023-01-06,QUEAGR,8,5,RD,no,25.00,17.10,10.60,30.15,9,-3,,16:50:12,16:50:12,20.1,39,0,N/A,M,16:52:50,16:53:14,N/A,N/A,N/A,N/A,16:53:02,69.0,16:55:52,19.0,15.0,ignited by sample touching pilot flame (not intentional manual ignition),
