"","species","ignition","prop_ig","fh","fd","temp_change","heat_flux_change","r_fh","r_fd","r_temp_change","r_heat_flux_change"
"32","CEAGRI","M",0.166666666666667,1.22797356068114,2.30890406787946,-0.831864400263735,0.910059264282212,0.0349392263491993,1.82819149061753,-0.911231096638724,0.0611294426821348
"33","CEAGRI","M",0.166666666666667,1.15002869101652,-0.620424867272126,-0.203627773227498,-0.121083313897289,0.189472679870521,-0.871130158393033,-0.215924407450104,-0.617378528408073
"34","CEAGRI","M",0.166666666666667,1.61769790900422,-0.556743803464483,-0.51106271837289,1.22583476977392,0.538568616554544,-0.924762047757719,-0.557567777870004,0.549681743615182
"35","CEAGRI","M",0.166666666666667,0.994138951687291,1.22632598314953,-0.892014715618269,1.12787788265583,-0.250246016280096,0.694808583647612,-0.986196084356234,0.201056882783015
"36","CEAGRI","M",0.166666666666667,0.682359473028828,0.398472153650165,-0.644730085827408,0.51266662348103,-0.120410045673705,0.303876225412122,-0.611505272243779,0.255709756753741
"37","CEAGRI","M",0.166666666666667,1.22797356068114,0.334791089842522,-0.584579770472877,0.525805209590899,0.234739873585306,0.0517554572961705,-0.606303923471923,-0.0200571183661721
"38","CEAGRI","M",0.166666666666667,0.916194082022675,0.334791089842522,-0.838547768636461,0.637649672415974,0.183961509079096,0.115492416106334,-0.801827211160826,0.189505368110153
"39","CEAGRI","M",0.166666666666667,0.526469733699597,-0.620424867272126,-0.103377247636609,-0.526634889910587,0.0463220895118532,-0.590318050012024,0.00606988325727253,-0.592404319059344
"40","CEAGRI","M",0.166666666666667,0.760304342693444,0.653196408880738,-1.56035155289086,0.958707921875853,-1.37800194397713,-0.957230670190314,-1.92928366048144,-1.62223846386159
"41","CEAGRI","M",0.166666666666667,0.448524864034981,-0.110976356810981,-1.54030144777268,0.0604846384408987,-0.0269545407313581,-0.0762509193472434,-1.42950752848217,0.00179622549875397
"42","CEAGRI","1",0.166666666666667,0.916194082022675,3.26412002499411,-0.163527562991143,-0.00346353368761199,0.132610875443648,2.99401652901794,-0.141621677878483,-0.529499016266168
"43","CEAGRI","M",0.166666666666667,-0.0191443539527126,0.207428962227236,-0.470962508136535,-0.0943854197126949,-0.766315293044786,-0.0266492961605848,-0.438551673530129,-0.565188975879675
"44","CEAGRI","M",0.166666666666667,0.370579994370366,0.0800668346119491,-0.972215136090979,-0.519805085749416,-0.176468231296112,0.166520818356398,-0.302357021654363,-0.499186117177503
"45","CEAGRI","1",0.166666666666667,1.22797356068114,0.462153217457808,-0.404128824409275,0.177279235295456,0.329873730525052,0.201286961888905,0.164450802600449,-0.334594214869876
"46","CEAGRI","1",0.166666666666667,1.22797356068114,1.0352827917266,-0.638046717454683,-0.16690375224689,0.498863997579891,0.941610587529281,-0.0207133504868008,-0.422444415732857
"47","CEAGRI","1",0.166666666666667,1.07208382135191,0.653196408880738,-0.818497663518282,-0.217188667500582,0.439139990331589,0.654667780878303,-0.173420455579736,-0.326860397130335
"48","CEAGRI","M",0.166666666666667,-0.25297896294656,0.780558536496024,-0.551162928609247,-0.458919826677726,-0.657712425588239,0.896571689543738,-1.19153918671197,-0.392982354383494
"49","CEAGRI","M",0.166666666666667,0.604414603364213,0.844239600303668,0.431292222181466,-0.434948179253603,0.114719183252974,0.876193865645224,-0.233595584739997,-0.497885201919715
"50","CEAGRI","M",0.166666666666667,0.136745385376519,-0.238338484426267,-0.564529665354696,-0.561340584186499,-0.344547203776192,-0.198070702718168,-1.22699325316222,-0.611531777680709
"51","ERIKAR","M",0.0408163265306122,-0.798593050598869,-0.747786994887413,0.123857277036073,-0.639267654010532,-1.23049659613736,-0.506147372300828,0.254336189411025,-0.380726540896446
"52","ERIKAR","1",0.0408163265306122,-0.954482789928101,-0.811468058695056,-0.544479560236519,-0.792856942143405,-1.40692658892077,-0.590150365004465,-0.419926516806758,-0.565472300338413
"53","ERIKAR","M",0.0408163265306122,-1.18831739892195,-0.875149122502699,-1.01231534632733,-0.810840253878835,-1.59594609946913,-0.609492674857212,-0.874833134289884,-0.515477856490365
"54","ERIKAR","1",0.0408163265306122,-1.26626226858656,-0.875149122502699,-0.0565936690275278,-0.742293091346782,-1.69256392681936,-0.627967155671752,0.0755013894233853,-0.475254758784761
"55","ERIKAR","M",0.0408163265306122,-1.34420713825118,-0.747786994887413,-0.671463559318313,-0.664017784041716,-1.77704433167395,-0.507071096341554,-0.541254004622687,-0.406892874168952
"56","ERIKAR","M",0.0408163265306122,-0.798593050598869,-0.938830186310342,-0.704880401181942,-0.726627395056729,-1.25175933819005,-0.730444629189929,-0.723376298237715,-0.519069598630252
"57","ERIKAR","M",0.0408163265306122,-0.330923832611175,-0.938830186310342,-0.571213033727424,-0.831410096186046,-0.799028486350852,-0.745224213841561,-0.594018653652426,-0.646511551620727
"58","ERIKAR","M",0.0408163265306122,-0.408868702275791,-0.811468058695056,-0.624679980709232,-0.738807286448088,-0.876973356015468,-0.617862086226274,-0.647485600634234,-0.55390874188277
"59","ERIKAR","M",0.0408163265306122,-0.486813571940407,-0.49306273965684,0.0637069616815396,-0.399448850561157,-0.950249986258679,-0.294838146984424,0.0422481301531718,-0.207469289789227
"60","ERIKAR","M",0.0408163265306122,-1.26626226858656,-0.875149122502699,-0.731613874672846,-0.770563373732415,-1.6640888279401,-0.643670464364111,-0.829032063723232,-0.527600496272876
"61","ERIKAR","M",0.0408163265306122,-1.26626226858656,-1.00251125011799,-0.738297243045572,-0.720331264508296,-1.63607939141168,-0.743320870757587,-0.827634701716153,-0.434882289809083
"62","ERIKAR","M",0.0408163265306122,-0.798593050598869,-0.811468058695056,-1.25959997611819,-0.71092006047711,-1.19268501841529,-0.576294504393559,-1.35594073445127,-0.462292370052281
"63","ERIKAR","M",0.0408163265306122,-1.34420713825118,-0.938830186310342,-0.551162928609247,-0.521805059610425,-1.62182839975677,-0.68702959927576,-0.88033845054741,-0.247685710841791
"64","ERIKAR","M",0.0408163265306122,-1.18831739892195,2.94571470595589,-1.03904881981824,-0.728211609100575,-1.487412561766,3.17626964005376,-1.37441956838092,-0.486664934882359
"65","ERIKAR","M",0.0408163265306122,-1.03242765959272,-0.684105931079769,-0.584579770472877,-0.572487035023154,-1.27298100001346,-0.461864513348451,-0.614453723568218,-0.34368618997684
"66","ERIKAR","M",0.0408163265306122,-1.11037252925733,-0.811468058695056,-0.477645876509262,-0.831498659603637,-1.38360354562791,-0.621556982389182,-0.516947348381042,-0.652264928003609
"67","ERIKAR","M",0.0408163265306122,-1.18831739892195,-0.30201954823391,0.123857277036073,-0.625604144249273,-1.5213018798865,-0.171226810534565,0.0673169136873753,-0.537007420093882
"68","ERIKAR","M",0.0408163265306122,-1.50009687758041,-0.811468058695056,-0.531112823491069,-0.669437239128253,-1.72944644338979,-0.578141952475014,-0.557754484434487,-0.423641955186069
"69","ERIKAR","M",0.0408163265306122,-1.65598661690964,-0.875149122502699,-0.564529665354698,-0.856469613940096,-1.88813712637186,-0.644594188404838,-0.591979399336098,-0.614922939721879
"70","ERIKAR","M",0.0408163265306122,-1.26626226858656,-0.620424867272126,-0.671463559318313,-0.737685404483276,-1.57403825667553,-0.464691580473152,-0.720731265325186,-0.610851192812178
"71","ERIKAR","M",0.0408163265306122,-1.26626226858656,-0.938830186310342,-0.504379350000164,-0.824311482312034,-1.50774925689159,-0.717512492619751,-0.534522660774832,-0.596926840507043
"72","ERIKAR","M",0.0408163265306122,-1.18831739892195,-0.429381675849197,-0.912064820736445,-0.736785481707096,-1.45127828856543,-0.229309635095326,-0.94840335813563,-0.541973514452521
"73","ERIKAR","M",0.0408163265306122,-1.03242765959272,-0.747786994887413,-0.470962508136535,-0.712159260148838,-1.19821171948216,-0.522774405033914,-0.613871199116052,-0.479109805378557
"74","ERIKAR","M",0.0408163265306122,-1.50009687758041,-0.875149122502699,-0.75834734816375,-0.844619693932153,-1.67988565573406,-0.663992393260105,-0.90529640433317,-0.632813287781709
"75","ERIKAR","M",0.0408163265306122,-1.42215200791579,-0.811468058695056,-0.350661877427469,-0.685946649305442,-1.58700241992095,-0.585531744800829,-0.49330121072766,-0.451480991293838
"76","ERIKAR","M",0.0408163265306122,-1.65598661690964,-0.938830186310342,-0.778397453281929,-0.875354294240708,-1.80309771911346,-0.695343115642303,-0.915918990674909,-0.613980774643976
"77","ERIKAR","M",0.0408163265306122,-1.50009687758041,-0.938830186310342,-0.738297243045572,-0.81050220761063,-1.67521741631266,-0.723054836864113,-0.883899510818358,-0.591614785253573
"78","ERIKAR","M",0.0408163265306122,-1.50009687758041,-0.811468058695056,-0.303878298818387,-0.670390985437766,-1.67521741631266,-0.595692709248827,-0.449480566591172,-0.451503563080709
"79","ERIKAR","M",0.0408163265306122,-1.42215200791579,-0.684105931079769,-0.283828193700208,-0.743881363229069,-1.81626528206555,-0.449856100819,-0.399340090625187,-0.496669876045562
"80","ERIKAR","M",0.0408163265306122,-1.26626226858656,-0.875149122502699,-0.143477457872964,-0.604530183383316,-1.65944189485204,-0.639975568201203,-0.258719997118615,-0.355902492958487
"81","ERIKAR","M",0.0408163265306122,-1.42215200791579,-0.811468058695056,-0.470962508136535,-0.864718668806809,-1.82653540879264,-0.587379192882284,-0.589437339534108,-0.63308541727785
"82","ERIKAR","M",0.0408163265306122,-1.50009687758041,-0.556743803464483,-0.444229034645632,-0.671751660098791,-1.9072812221101,-0.335426109773892,-0.563511939081187,-0.444367018293799
"83","ERIKAR","M",0.0408163265306122,-1.26626226858656,-0.938830186310342,-0.243727983463854,-0.520472975044212,-1.51701628773115,-0.724902284945567,-0.529194776611922,-0.304417959169799
"84","ERIKAR","M",0.0408163265306122,-1.11037252925733,-0.875149122502699,-0.28382819370021,-0.531485610533246,-1.32191333726213,-0.62242481142739,-0.55798196431655,-0.25595005852329
"85","ERIKAR","M",0.0408163265306122,-0.876537920263485,-0.811468058695056,-0.504379350000164,-0.710435505219724,-1.37649536066156,-0.586455468841557,-0.484976248483723,-0.477386050449443
"86","ERIKAR","M",0.0408163265306122,-0.642703311269638,-0.938830186310342,-0.698197032809217,-0.678464234056383,-1.1482626389734,-0.719359940701205,-0.680410077368736,-0.453911998734036
"87","ERIKAR","M",0.0408163265306122,-0.0970892236173283,-0.875149122502699,-0.597946507218326,-0.874802772811468,-0.578373706329788,-0.63166205183466,-0.573156252115347,-0.613429253214737
"88","HETARB","M",0,-0.175034093281944,0.525834281265452,-0.457595771391083,0.778496274950914,-1.63022053646967,-0.449994381826151,-0.394619073279145,-0.829518483998001
"89","HETARB","M",0,1.46180816967499,1.54473130218774,1.6008816874085,2.61374342639849,-0.743047789058347,-0.0453738479873158,0.599462681506491,0.063953511970134
"90","HETARB","M",0,-0.486813571940407,0.907920664111311,0.163957487272429,0.662542017356408,-1.15178109341425,0.694164334619485,0.586427780776839,0.222894932498522
"91","HETARB","M",0,0.370579994370366,-0.174657420618624,0.143907382154251,-0.11945561445968,-0.531534089710818,-0.623039656455108,0.497960825109644,-0.918818322613471
"92","HETARB","M",0,2.0074222573273,1.0352827917266,-0.136794089500238,2.21168777180566,-0.795805023063068,-1.20881897928318,1.95540777350498,-1.34077403747899
"93","HETARB","M",0,2.86481582363807,-0.110976356810981,0.364458538454206,1.23343007776558,1.26637268962165,-0.881738282861189,1.71283650585891,-0.0601875616097543
"94","HETARB","M",0,2.31920173598576,1.54473130218774,9.09293763323427,3.69029168281346,0.302819492206685,0.131981167832269,3.08812093158628,1.41241279071903
"95","MALLAU","M",0.05,-0.408868702275791,0.207428962227236,0.959278323626814,0.355725102610921,-1.78155082835439,-0.830289211593076,0.039310129999286,-1.3471752735066
"96","MALLAU","M",0.05,-0.408868702275791,-0.365700612041553,1.48058105669944,-0.0140272912346134,-1.65457471609219,-1.27779231632299,0.597245507460358,-1.52432402653228
"97","MALLAU","M",0.05,-0.720648180934254,-0.238338484426267,0.484759169163273,-0.387410366836451,-1.87112211055401,-1.05621033655355,-0.371101896784468,-1.75325437151923
"98","MALLAU","M",0.05,0.682359473028828,1.0352827917266,-0.65809682257286,0.862091257938623,-1.07171474302016,-0.194569982564931,-0.56227117340905,-1.13537939237397
"99","MALLAU","M",0.05,0.682359473028828,0.271110026034879,2.19570147258111,2.03982322568785,-1.14069728626433,-1.18690258631622,1.14817420102861,-0.307449625231392
"100","MALLAU","M",0.05,0.0588005157119031,0.0163857708043059,0.725360430581406,-0.341619436568692,-0.858617795828807,-0.5456145220416,-0.0608898920240619,-1.31517514340515
"101","MALLAU","M",0.05,-1.03242765959272,0.207428962227236,-0.0833271425184302,-0.550458308996231,-2.25048058987187,-0.652010471732765,-0.95631063786714,-1.98003145953852
"102","MALLAU","M",0.05,0.760304342693444,-0.30201954823391,0.564959589635984,-0.357141328591361,-0.566193573709308,-0.90281625079035,0.37329566527006,-1.39017757156336
"103","MALLAU","M",0.05,0.370579994370366,-0.110976356810981,0.765460640817762,-0.230125348891064,-0.631008458302642,-0.390317093194424,0.667533188857577,-0.770322863882845
"104","MALLAU","M",0.05,1.5397530393396,0.971601727918954,0.397875380317836,0.555645442902316,-0.150867551932691,0.0105526494789837,0.101161961014445,-1.02971006418544
"105","MALLAU","M",0.05,0.83824921235806,2.30890406787946,0.952594955254088,2.91161051268461,-1.42882341002239,0.551604866332816,0.21006687814839,0.105487811576891
"106","MALLAU","M",0.05,0.682359473028828,0.462153217457808,0.504809274281451,0.555866041291539,-1.10203843733781,-0.870232925354417,0.521149975704248,-1.59880316880785
"107","MALLAU","1",0.05,-0.486813571940407,0.207428962227236,0.78551074593594,-0.194002956445264,-1.58282015545004,-0.446020010650643,0.370002048169219,-1.30776278417264
"108","MALLAU","M",0.05,-0.408868702275791,-0.238338484426267,-0.0365435639093493,-0.0185610418555565,-1.23318375145969,-0.622983761452588,-0.373669176991961,-0.720205726358098
"109","MALLAU","M",0.05,1.07208382135191,5.87504364110748,1.03947874409953,1.38600338546281,-0.847765032102481,4.44751392210038,0.417915602227074,-0.91453475849279
"110","MALLAU","M",0.05,0.214690255041134,0.525834281265452,0.344408433336029,-0.525242333854817,-0.813524868925019,-0.0195389788473681,-0.0199181247792932,-1.47330638234747
"111","MALLAU","M",0.05,0.29263512470575,-0.747786994887413,-0.0632770374002518,-0.616514650420223,-1.57866403876603,-2.12728306377671,-0.670833579947707,-2.84341022582705
"112","MALLAU","M",0.05,2.66995364947653,-0.0472952930033373,1.73454905486302,1.08946558954229,0.751705733553881,-1.03513236862439,0.933629010747094,-0.536959811543815
"113","MALLAU","M",0.05,0.29263512470575,0.207428962227236,-0.711563769554668,0.275217658151655,-0.833879385346715,0.00290987314267932,-1.28406850160144,-0.150267394293007
"114","MALLAU","M",0.05,3.95604399894269,2.69099045072532,0.304308223099673,1.92156095664778,1.00565444583694,0.859793325920515,-0.290478929451608,-0.997858003765738
"115","SALAPI","1",0.444444444444444,0.136745385376519,-0.684105931079769,0.498125905908725,0.372831759632192,-0.737487155412974,-0.968989011707575,-0.0885716561646263,-0.175862974807524
"116","SALAPI","M",0.444444444444444,0.604414603364213,0.334791089842522,-0.0365435639093493,0.289372508453147,-0.463083049471421,-0.141302867215773,-0.678998165603356,-0.552476296940318
"117","SALAPI","1",0.444444444444444,1.15002869101652,0.653196408880738,-0.798447558400104,-0.408676010759095,-0.420306527088649,-0.221022609730894,-0.813429302023391,-1.86090841316254
"118","SALAPI","1",0.444444444444444,1.15002869101652,-0.238338484426267,-0.491012613254713,-0.44045395590915,-0.696666300835787,-1.38597981909309,-0.585724229958745,-2.31188251774404
"119","SALAPI","1",0.444444444444444,0.994138951687291,-0.174657420618624,1.31349684738129,4.37405144449262,-0.0379068175164111,-0.811479360763417,0.794953277493775,3.28578327510905
"120","SALAPI","M",0.444444444444444,-0.798593050598869,1.35368811076481,-0.945481662600075,-0.185682910441515,-1.75221239752298,0.794458990041089,-1.44139918742413,-1.154990007554
"121","SALAPI","M",0.444444444444444,-1.18831739892195,-0.365700612041553,-0.0031267220457197,-0.358845420655193,-1.6250984169742,-0.547126600107935,-0.208475488462497,-0.748925392066793
"122","SALAPI","M",0.444444444444444,-0.954482789928101,-0.174657420618624,-0.417495561154727,0.224996929840472,-1.36232072356765,-0.327447963422468,-0.614494239512372,-0.121180741090132
"123","SALAPI","M",0.444444444444444,-0.720648180934254,-0.30201954823391,-0.377395350918371,-0.472054440976603,-1.03885591768284,-0.366132583127962,-0.54853569206064,-0.682276600740251
"124","SALAPI","1",0.444444444444444,1.46180816967499,-0.429381675849197,0.284258117981495,3.94333168123181,0.0475247533806315,-1.14564388349651,-0.177935547346347,2.73327003309451
"125","SALAPI","M",0.444444444444444,0.604414603364213,-0.620424867272126,-1.59376839475449,-0.145258057828781,-0.201467738645467,-0.818477888071593,-0.944339762707201,-0.560829687584185
"126","SALAPI","1",0.444444444444444,0.29263512470575,-0.811468058695056,-0.437545666272905,-0.515880326298554,-0.474967654048414,-0.971648393824716,0.222926630626785,-0.873387623159738
"127","SALAPI","M",0.444444444444444,-0.408868702275791,-0.429381675849197,-0.504379350000164,-0.36767000245318,-0.905798478546361,-0.367868241204376,-0.395510844280149,-0.385288521396973
"128","SALAPI","1",0.444444444444444,0.604414603364213,-0.811468058695056,-0.617996612336504,-0.300396156247634,-0.25943879142874,-1.11297817205595,-0.614985674591936,-0.874582549031154
"129","SALAPI","1",0.444444444444444,0.448524864034981,-0.556743803464483,-0.110060616009334,-0.478181380440504,-0.554186791150234,-0.537721674693105,-0.613035772013846,-0.56094524848513
"130","SALAPI","1",0.444444444444444,1.77358764833345,-0.811468058695056,-0.190261036482046,-0.219445270686442,0.675643908951584,-0.886665782077832,-0.720710675777895,-0.446661869345959
"131","SALAPI","M",0.444444444444444,2.39714660565037,0.334791089842522,0.384508643572384,3.73833275872073,-0.496783900233268,-1.85481096276436,-0.474875843241753,0.2694269406741
"132","SALAPI","M",0.444444444444444,-0.954482789928101,-0.49306273965684,0.939228218508636,0.130242188465975,-1.76050739331554,-1.00241076218131,0.0933832597974731,-0.762589933615098
"133","SALAPI","M",0.444444444444444,0.29263512470575,-0.30201954823391,-0.110060616009334,0.296762658959522,-0.515256774450255,-0.813215018839831,-0.956444290079151,-0.598901869604196
"134","SALAPI","1",0.444444444444444,1.30591843034575,-0.49306273965684,1.5741482139176,3.55841388899022,0.11429725075031,-1.38390879100156,0.617058533644453,2.08068982824297
"135","SALAPI","M",0.444444444444444,0.448524864034981,0.271110026034879,0.618426536617792,-0.0345562864376847,-0.368703513963832,-0.249322684978312,-0.230650714245294,-0.944382847414628
"136","SALLEU","M",0.375,0.136745385376519,0.207428962227236,0.377825275199658,-0.28039436976089,-0.480697270199865,0.133154962885187,0.113403618743111,-0.506194765179085
"137","SALLEU","M",0.375,0.0588005157119031,-0.747786994887413,0.42460885380874,-0.62378970756047,-0.371912563008306,-0.637316186084061,0.21405873321756,-0.566349454714174
"138","SALLEU","1",0.375,-0.642703311269638,1.67209342980303,1.41374737297218,-0.164135778730734,-1.78765702146472,1.07591534745022,0.997138627695968,-1.19009100549612
"139","SALLEU","1",0.375,-0.330923832611175,0.716877472688381,0.805560851054118,0.310179043349921,-0.885812079940741,0.704492984075041,0.559186159112469,0.179264265100331
"140","SALLEU","M",0.375,0.136745385376519,0.844239600303668,0.451342327299643,-0.326360951402519,-0.498436580001202,0.752414844187806,0.181802874935887,-0.579069208405841
"141","SALLEU","M",0.375,-0.136061658449636,-0.429381675849197,0.371141906826932,-0.638223454596656,-0.588248638508305,-0.340156519982566,0.154396559611236,-0.613355876300776
"142","SALLEU","1",0.375,-0.60373087643733,-0.811468058695056,0.645160010108695,-0.427472024526549,-1.11100308166857,-0.776742621231319,0.412522559812715,-0.486160437468694
"143","SALLEU","M",0.375,-0.0970892236173283,0.207428962227236,-0.110060616009334,-0.545970501533179,-0.518465823494729,0.327137011437857,-0.317917159807245,-0.474368216273658
"144","SALLEU","M",0.375,-0.175034093281944,0.780558536496024,0.304308223099673,-0.427975799976494,-0.689775481587432,0.807894181633946,0.0695159113690783,-0.497993838849218
"145","SALLEU","M",0.375,0.0588005157119031,0.143747898419592,0.331041696590577,-0.637223649718874,-0.571713210244413,0.0565417625073653,0.0628490326234543,-0.882850890515584
"146","SALLEU","1",0.375,-0.798593050598869,-0.0472952930033373,0.952594955254088,-0.607634995523,-1.24237719969901,0.0502433792298359,0.738273827152333,-0.570021588055217
"147","SALLEU","M",0.375,-1.50009687758041,-0.684105931079769,-0.718247137927393,0.13010823102075,-1.85429528964755,-0.539457332769519,-0.712583860947819,0.239948003795978
"148","SALLEU","1",0.375,-0.175034093281944,-0.747786994887413,-0.130110721127513,-0.27315145175136,-0.72529856104807,-0.797120445129833,-0.181012556806574,-0.460714359653848
"149","SALLEU","M",0.375,0.29263512470575,0.143747898419592,0.157274118899703,-0.524804903781918,-0.0718334140884816,0.278235532281846,0.159974461406682,-0.430543366661237
"150","SALLEU","M",0.375,-0.720648180934254,0.398472153650165,0.123857277036073,-0.440069093000068,-1.13086546605825,0.487697309516795,0.113359093256037,-0.415201514704188
"151","SALLEU","M",0.375,-1.26626226858656,-0.747786994887413,0.351091801708755,-0.646479537056201,-1.64380187776073,-0.626231497595337,0.350021136705158,-0.572044845314034
"152","SALLEU","1",0.375,0.682359473028828,0.0163857708043059,0.885761271526829,0.359616394568355,-0.386079570513182,-0.5456145220416,0.685365923821373,-0.613939312268099
"153","SALLEU","1",0.375,0.448524864034981,-0.238338484426267,0.645160010108695,0.424830638641843,-0.194170744274951,-0.37912061470066,0.567591764176277,0.0970636098484313
"154","SALLEU","M",0.375,-0.0970892236173283,-0.238338484426267,0.170640855645154,-0.695643332702377,-0.80603037549199,-0.373578270456298,-0.197326716916145,-1.01491314204785
"155","SALLEU","1",0.375,0.526469733699597,2.75467151453296,1.09962905945406,1.334252358026,-0.399077727328227,2.40512775105427,0.669170505288933,0.686423396693711
"156","SALLEU","M",0.375,-0.330923832611175,1.09896385553424,0.838977692917747,-0.314807784512134,-0.929694534140694,1.07272350631,0.502794326517015,-0.466965611381561
"157","SALLEU","1",0.375,0.526469733699597,1.16264491934188,-0.397445456036548,-0.253631517213274,-0.193224878669065,1.0015408601715,-0.794589723560287,-0.61255501731578
