date,species,plant,rep,input_by,potted,branch_length,branch_width,branch_height,total_branch_mass,branching,mpa,notes.on.plant.char,start_time_clocktime,start_time,ambient_temp,ambient_humidity,pre_ignition_glow,first_glow_time,ignition,primary_ignition,primary_time_of_flame_end,secondary_ignition,secondary_time_of_flame_end,third_ignition,third_time_of_ignition_flame_end,time_fh,fh,time_of_glow_end,thermocoupler_height,hotplate_height,notes.on.flame.data,X,fd,tti,pfg,gd,gti,ttfg,max_temp,time_at_max_temp,start_temp,temp_change,max_heat_flux,time_at_max_heat_flux,max_heat_flux_loessCH7,time_at_max_heat_flux_loessCH7,max_heat_flux_loessCH8,time_at_max_heat_flux_loessCH8
2022-11-29,QUEAGR,2,4,RD,no,25,12.4,9.7,28.14,3,-2.3,,14:44:13,14:44:13,21.2,35,0,NA,M,14:59:14,15:00:06,N/A,N/A,N/A,N/A,14:59:15,43,15:03:31,19,15,,NA,52,901,205,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-06,QUEAGR,7,5,RD,no,25,19.1,11.9,32.88,7,-2.05,,14:50:06,14:50:06,20.8,32,0,NA,M,14:52:02,14:52:10,N/A,N/A,N/A,N/A,14:52:07,28,14:56:52,19,15,ignited by sample touching pilot flame (not intentional manual ignition),NA,8,116,282,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2022-11-29,QUEAGR,2,5,RD,no,25,21,16.4,37.6,9,-2.1,,15:07:57,15:07:57,20.8,35,0,NA,M,15:09:30,15:10:35,N/A,N/A,N/A,N/A,15:10:20,50,15:11:33,19,15,sample ignited by pilot flame (but not intentional manual ignition),NA,65,93,58,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2022-11-29,QUEAGR,2,6,RD,no,25,22.7,15.1,35.11,6,-2.2,,15:14:44,15:14:44,20.4,36,0,NA,M,15:20:58,15:21:55,N/A,N/A,N/A,N/A,15:21:19,62,15:24:32,19,15,sample ignited by pilot flame (but not intentional manual ignition),NA,57,374,157,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-03,QUEAGR,6,2,RD,no,25,22.4,15.3,35.54,7,-1.1,,15:21:15,15:21:15,21.3,42,0,NA,M,15:36:36,15:37:18,N/A,N/A,N/A,N/A,15:36:47,58,15:40:14,19,15,,NA,42,921,176,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-06,QUEAGR,8,2,RD,no,24,14.5,7,23.94,7,-2.3,,15:35:27,15:35:27,20.9,33,0,NA,M,15:53:36,15:53:52,N/A,N/A,N/A,N/A,15:53:40,33,15:56:43,19,15,,NA,16,1089,171,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2022-11-29,QUEAGR,3,1,RD,no,25,16.8,10.9,25.41,3,-1.2,,15:38:16,15:38:16,20.8,36,0,NA,1,15:41:16,15:41:34,N/A,N/A,N/A,N/A,15:41:24,59,15:42:24,19,15,,NA,18,180,50,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2022-11-29,QUEAGR,3,2,RD,no,25,16.9,11.2,29.8,7,-1.95,,15:46:24,15:46:24,20.8,39,0,NA,M,16:01:21,16:02:02,N/A,N/A,N/A,N/A,16:01:30,51,16:04:13,19,15,,NA,41,897,131,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-06,QUEAGR,8,3,RD,no,25,19.6,6.9,25.94,8,-3,Y shaped,15:57:40,15:57:40,20.8,30,0,NA,M,16:13:05,16:14:40,N/A,N/A,N/A,N/A,16:13:37,35,16:23:01,19,15,,NA,95,925,501,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2022-11-29,QUEAGR,3,3,RD,no,25,24.5,9.7,32.09,4,-1.1,,16:06:08,16:06:08,20.5,37,0,NA,M,16:21:05,16:21:57,N/A,N/A,N/A,N/A,16:21:15,53,16:25:43,19,15,,NA,52,897,226,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2022-11-29,QUEAGR,3,4,RD,no,22.5,8.5,5.8,21.12,1,-2.2,,16:28:50,16:28:50,20.3,35,0,NA,M,16:40:33,16:41:19,N/A,N/A,N/A,N/A,16:40:34,42,16:43:21,19,15,,NA,46,703,122,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-06,QUEAGR,8,5,RD,no,25,17.1,10.6,30.15,9,-3,,16:50:12,16:50:12,20.1,39,0,NA,M,16:52:50,16:53:14,N/A,N/A,N/A,N/A,16:53:02,69,16:55:52,19,15,ignited by sample touching pilot flame (not intentional manual ignition),NA,24,158,158,NA,NA,NA,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-02-15,EUCGLO,1,3,RD,no,25,25.6,7.1,28.52,0,-2.3,,12:25:45,12:25:45,44.4,12,1,44796,M,12:35:19,12:35:57,N/A,N/A,N/A,N/A,12:35:22,29,12:38:01,20,15,one thermocoupler is resting on hot plate (lower left side),NA,38,574,124,685,523,51,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2022-08-16,SALLEU,4,2,RD,yes,25,8.4,7,22.81,7,-1.1,,12:26:35,12:26:35,28.7,42,1,45139,M,12:37:22,12:37:51,N/A,N/A,N/A,N/A,12:37:26,22,12:39:34,19,15,,NA,29,647,103,435,303,344,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-03,QUEAGR,6,1,RD,no,25,10,8.5,24.49,1,-1.3,,15:02:49,15:02:49,21.5,42,1,54379,M,15:17:57,15:18:28,N/A,N/A,N/A,N/A,15:18:16,20,15:19:30,19,15,,NA,31,908,62,791,698,210,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-06,QUEAGR,8,1,RD,no,25,23,13.1,31.09,9,-2.1,,15:12:02,15:12:02,21,32,1,55502,M,15:29:40,15:30:24,N/A,N/A,N/A,N/A,15:29:46,54,15:34:07,19,15,,NA,44,1058,223,545,278,780,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-03,QUEAGR,6,4,RD,no,25,21.5,8.2,26.69,3,-1.3,,16:06:38,16:06:38,20.6,42,1,58099,M,16:23:43,16:24:39,N/A,N/A,N/A,N/A,16:23:46,48,16:27:15,19,15,,NA,56,1025,156,1136,924,101,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-06,QUEAGR,8,4,RD,no,25,16,8.2,28.17,10,-3.1,,16:24:15,16:24:15,20.5,36,1,59318,M,16:42:16,16:43:15,N/A,N/A,N/A,N/A,16:42:28,55,16:45:33,19,15,,NA,59,1081,138,1015,818,263,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2023-01-03,QUEAGR,6,5,RD,no,25,21.3,10,30.61,3,-1.25,,16:28:34,16:28:34,19.8,44,1,59501,M,16:44:11,16:44:32,N/A,N/A,N/A,N/A,16:44:14,40,16:46:01,19,15,,NA,21,937,89,860,750,187,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
2022-11-15,MALLAU,11,2,RD,yes,25,26,11.3,31.69,4,-0.7,,16:49:22,16:49:22,22.9,33,1,60575,M,16:55:06,16:55:42,N/A,N/A,N/A,N/A,16:55:09,36,16:56:54,19.5,16,glow start by touching pilot flame,NA,36,344,72,439,331,13,-Inf,NA,-Inf,NA,-Inf,NA,NA,NA,NA,NA
