,date,species,plant,rep,input_by,trt,branch_length,branch_width,branch_height,total_branch_mass,branching,mpa,notes on plant char,start_time_clocktime,start_time,ambient_temp,ambient_humidity,pre_ignition_glow,first_glow_time,ignition,primary_ignition,primary_time_of_flame_end,secondary_ignition,secondary_time_of_flame_end,third_ignition,third_time_of_ignition_flame_end,time_of_max_flame_height,max_flame_height,time_of_glow_end,thermocoupler_height,hotplate_height,notes on flame data,end_time_clock_time,maxflameht_time_clock_time,firstigstart_time_clock_time,secondigstart_time_clock_time,firstigend_time_clock_time,secondigend_time_clock_time
373,2022-08-16,SALLEU,P6,R5,RD,W,25.0,5.9,5.1,20.61,9.0,-1.8,,2023-04-13 16:01:03,2023-04-13 00:00:42,34.4,31.0,1,1:51,0,,,,,,,,,2023-04-13 00:12:12,19.0,15.0,,2023-04-13 16:12:33,,,,,
374,2022-08-17,SALLEU,P7,R1,JL,W,25.0,4.9,2.7,19.499,3.0,-1.7,,2023-04-13 10:17:23,2023-04-13 00:00:00,24.5,52.0,0,,1,2023-04-13 00:01:54,2023-04-13 00:02:01,,,,,2023-04-13 00:01:54,23,2023-04-13 00:23:37,,,"possible false ignition - looks like sample curled too close to flame due to heat, actually looks like it got close, but only within maybe 3 cm",2023-04-13 10:41:00,2023-04-13 10:19:17,2023-04-13 10:19:17,,2023-04-13 10:19:24,
375,2022-08-17,SALLEU,P7,R2,JL,W,25.0,5.2,4.3,18.072,0.0,-1.2,,2023-04-13 10:42:16,2023-04-13 00:00:00,26.1,45.0,1,1:36,1,2023-04-13 00:02:20,2023-04-13 00:02:29,,,,,2023-04-13 00:02:22,25,2023-04-13 00:03:36,,,"video was not started before sample placement - do not know how much time elapsed before start, does not seem like much time though",2023-04-13 10:45:52,2023-04-13 10:44:38,2023-04-13 10:44:36,,2023-04-13 10:44:45,
376,2022-08-17,SALLEU,P7,R3,JL,W,25.0,4.7,3.1,19.506,4.0,-1.5,,2023-04-13 10:47:57,2023-04-13 00:00:23,26.4,43.0,1,00:59,M,2023-04-13 00:08:26,2023-04-13 00:08:39,,,,,2023-04-13 00:08:27,22,2023-04-13 00:10:09,,,,2023-04-13 10:57:43,2023-04-13 10:56:01,2023-04-13 10:56:00,,2023-04-13 10:56:13,
377,2022-08-17,SALLEU,P7,R4,JL,W,25.0,10.9,10.4,20.923,5.0,-1.2,,2023-04-13 10:59:57,2023-04-13 00:00:04,26.7,42.0,1,1:30,M,2023-04-13 00:07:21,2023-04-13 00:07:40,,,,,2023-04-13 00:07:29,11,2023-04-13 00:09:34,,,,2023-04-13 11:09:27,2023-04-13 11:07:22,2023-04-13 11:07:14,,2023-04-13 11:07:33,
378,2022-08-17,SALLEU,P7,R5,JL,W,25.0,10.3,3.6,20.73,4.0,-1.1,,2023-04-13 11:11:03,2023-04-13 00:00:16,26.7,42.0,1,1:55,1,2023-04-13 00:01:57,2023-04-13 00:02:01,,,,,2023-04-13 00:01:59,25,2023-04-13 00:09:21,,,"knocked into fire shortly after placement, brief ignition; discard?",2023-04-13 11:20:08,2023-04-13 11:12:46,2023-04-13 11:12:44,,2023-04-13 11:12:48,
379,2022-08-17,SALLEU,P7,R6,JL,W,25.0,7.4,3.3,19.502,3.0,-2.7,,2023-04-13 11:21:32,2023-04-13 00:00:12,27.6,39.0,1,2:09,1,2023-04-13 00:02:33,2023-04-13 00:02:43,,,,,2023-04-13 00:02:34,37,2023-04-13 00:18:20,,,,2023-04-13 11:39:40,2023-04-13 11:23:54,2023-04-13 11:23:53,,2023-04-13 11:24:03,
380,2022-08-17,SALLEU,P7,R7,JL,W,25.0,12.1,7.0,26.403,7.0,-1.4,,2023-04-13 11:41:51,2023-04-13 00:00:14,28.3,39.0,1,2:12,M,2023-04-13 00:07:34,2023-04-13 00:08:48,,,,,2023-04-13 00:07:35,34,2023-04-13 00:13:42,,,,2023-04-13 11:55:19,2023-04-13 11:49:12,2023-04-13 11:49:11,,2023-04-13 11:50:25,
381,2022-08-24,SALLEU,P8,R1,SM,W,22.0,17,8.1,25.433,11.0,-1.35,,2023-04-13 11:34:00,2023-04-13 11:34:00,27.4,44.0,0,,M,2023-04-13 11:39:48,2023-04-13 11:40:09,,,,,2023-04-13 11:39:51,28,2023-04-13 11:43:09,,,,2023-04-13 11:43:09,2023-04-13 11:39:51,2023-04-13 11:39:48,,2023-04-13 11:40:09,
382,2022-08-24,SALLEU,P8,R2,SM,W,25.0,6.3,3.9,19.915,5.0,-0.4,,2023-04-13 11:46:53,2023-04-13 11:46:53,28.7,43.0,1,11:49:01,M,2023-04-13 11:50:06,2023-04-13 11:50:19,,,,,2023-04-13 11:50:16,26,2023-04-13 11:59:04,,,,2023-04-13 11:59:04,2023-04-13 11:50:16,2023-04-13 11:50:06,,2023-04-13 11:50:19,
383,2022-08-24,SALLEU,P9,R1,SM,W,25.0,2.8,2.4,18.099,1.0,-1.7,,2023-04-13 12:26:13,2023-04-13 00:00:26,28.0,46.0,1,1:12,0,,,,,,,,,2023-04-13 00:06:29,,,,2023-04-13 12:32:16,,,,,
384,2022-08-24,SALLEU,P9,R2,SM,W,24.6,3.9,3.5,18.786,1.0,-1.8,,2023-04-13 12:33:53,2023-04-13 00:00:37,28.6,44.0,1,3:36,0,,,,,,,,,2023-04-13 00:10:46,,,,2023-04-13 12:44:02,,,,,
385,2022-08-24,SALLEU,P9,R3,SM,W,24.7,6,4.6,20.17,7.0,-1.45,,2023-04-13 12:08:27,2023-04-13 00:00:12,28.0,45.0,0,,M,2023-04-13 00:06:31,2023-04-13 00:06:58,,,,,2023-04-13 00:06:34,21,2023-04-13 00:07:55,,,front video missing,2023-04-13 12:16:10,2023-04-13 12:14:49,2023-04-13 12:14:46,,2023-04-13 12:15:13,
386,2022-08-24,SALLEU,P9,R4,SM,W,25.0,10.2,4.7,20.555,4.0,-2.05,,2023-04-13 12:45:30,2023-04-13 00:00:15,28.7,44.0,1,2:05,1,2023-04-13 00:05:09,2023-04-13 00:05:18,,,,,2023-04-13 00:05:13,27,2023-04-13 00:07:05,,,"torched tip of branch at begining, too high touched flame, entire clump of leaves burned at the end of that branch",2023-04-13 12:52:20,2023-04-13 12:50:28,2023-04-13 12:50:24,,2023-04-13 12:50:33,
387,2022-08-24,SALLEU,P9,R5,SM,W,24.8,3.4,3.4,18.511,1.0,-1.15,,2023-04-13 12:53:34,2023-04-13 00:00:29,30.3,42.0,1,2:56,0,,,,,,,,,2023-04-13 00:10:18,,,missing close view/ glow cam - first glow recorded as 5s earlier than seen on front cam,2023-04-13 13:03:23,,,,,
388,2022-08-24,SALLEU,P9,R6,SM,W,25.0,10.8,3.7,20.062,2.0,-1.8,,2023-04-13 13:05:12,2023-04-13 00:00:35,33.1,40.0,1,1:57,1,2023-04-13 00:03:11,2023-04-13 00:03:20,,,,,2023-04-13 00:03:12,25,2023-04-13 00:06:07,,,,2023-04-13 13:10:44,2023-04-13 13:07:49,2023-04-13 13:07:48,,2023-04-13 13:07:57,
389,2022-08-24,SALLEU,P9,R7,SM,W,25.0,4,2.4,18.189,1.0,-1.45,,2023-04-13 13:12:39,2023-04-13 00:00:30,33.7,38.0,1,2:28,0,,,,,,,,,2023-04-13 00:23:15,,,,2023-04-13 13:35:24,,,,,
390,2022-08-24,SALLEU,P9,R8,SM,W,25.4,14.1,3.5,19.971,6.0,-2.0,,2023-04-13 13:51:35,2023-04-13 00:00:43,31.2,39.0,1,1:34,0,,,,,,,,,2023-04-13 00:18:53,,,,2023-04-13 14:09:45,,,,,
