label,species,plant_number,leaf_number,area_cm2,std_dev_cm2,x,y,xm,ym,perim,bx,by,width,height,major,minor,angle,circ,feret,feret_x,feret_y,feret_angle,min_feret,ar,round,solidity,x_1,notes,,
ERIKAR_P1_R1_W_00001.jpg,ERIKAR,1,2,0.358881733,12.68166451,10.00456282,4.841214621,10.00513665,4.841642436,3.788555493,9.318601579,4.450486494,1.37943989,0.738232357,1.396527753,0.32719895,153.5877657,0.314205593,1.538267492,2214,1055,151.6779605,0.41341012,4.268130294,0.234294628,0.904532305,2,,,
ERIKAR_P1_R1_W_00001.jpg,ERIKAR,1,3,0.481795212,17.56021082,16.61447751,11.80395559,16.615319,11.80321259,4.756041639,15.76442467,11.20847641,1.505994008,1.168516359,1.642349397,0.373514137,37.75242951,0.267658505,1.88325304,3740,2929,37.53729142,0.466757101,4.397020718,0.22742672,0.828800147,4,,,
ERIKAR_P1_R1_W_00001.jpg,ERIKAR,1,4,0.212104496,6.178171253,10.53659764,13.66928049,10.53642999,13.66903326,2.666939032,10.10745558,13.22912384,0.784635534,0.906971181,1.108836952,0.243552338,128.4373366,0.37474303,1.159097249,2398,3136,129.83227,0.262454396,4.552766601,0.219646665,0.943705463,5,,,
ERIKAR_P1_R1_W_00001.jpg,ERIKAR,1,5,0.320140942,16.75484558,12.45929821,21.11330096,12.45840982,21.11350758,3.523909467,11.73156677,20.89408494,1.404750713,0.451376355,1.323592144,0.307962018,12.93221069,0.323967615,1.432200283,2782,5048,12.07118342,0.375083408,4.297907102,0.232671385,0.876299959,6,,,
ERIKAR_P2_R1_W_00001.jpg,ERIKAR,2,1,0.445990678,10.43041089,16.10905564,5.99075343,16.10991792,5.990781625,4.067441143,15.12321714,5.791960148,1.79706848,0.409191649,1.583101167,0.358696576,177.5322471,0.338760754,1.797385333,3585,1419,178.9241494,0.404314153,4.413482796,0.226578429,0.921922419,9,,,
ERIKAR_P2_R1_W_00001.jpg,ERIKAR,2,2,0.532619144,12.22974602,9.929062479,5.89365517,9.930655102,5.893718161,5.251962124,8.90940993,5.652750618,1.910967187,0.531527297,1.579460174,0.429356667,178.4906788,0.242651771,1.911083587,2112,1369,179.3676219,0.531527297,3.678666932,0.271837603,0.814089487,8,,,
ERIKAR_P2_R1_W_00001.jpg,ERIKAR,2,3,0.426949499,20.49565331,15.19534205,11.91896906,15.195415,11.91921827,4.196205543,14.70137008,11.27175347,0.936500476,1.375221419,1.445187274,0.376151241,57.53140443,0.304700289,1.649697103,3489,2998,56.47247326,0.465719155,3.842037772,0.260278545,0.882707873,11,,,
ERIKAR_P2_R1_W_00001.jpg,ERIKAR,2,4,0.475353244,7.479489771,9.984159757,12.03099053,9.984492831,12.03102752,4.019217876,9.217358284,11.77796995,1.560834126,0.506216473,1.397421763,0.433110864,177.7749479,0.369779837,1.561198924,2185,2847,178.7613653,0.498283563,3.226475894,0.30993568,0.900925817,12,,,
ERIKAR_P2_R1_W_00001.jpg,ERIKAR,2,5,0.498149272,11.18924549,11.93592962,18.47562163,11.93748888,18.47585409,4.926767346,10.93849429,18.24066692,1.910967187,0.531527297,1.602776394,0.39572791,176.5532348,0.257896385,1.917678879,2593,4336,175.2049576,0.528095761,4.050198017,0.246901508,0.802367576,13,,,
ERIKAR_P3_R1_W_00001.jpg,ERIKAR,3,1,0.328006551,22.13982145,17.03169609,7.544488427,17.03215604,7.54478058,3.770349416,16.25376726,7.365449686,1.611455773,0.320603766,1.470038221,0.284095274,179.6953995,0.289954051,1.611505467,3853,1787,179.5500424,0.320603766,5.174455032,0.193257066,0.847292452,15,,,
ERIKAR_P3_R1_W_00001.jpg,ERIKAR,3,2,0.38989928,10.47038744,10.79475535,7.013855853,10.79571113,7.014235538,4.255482361,9.985119936,6.49644474,1.624111185,0.793072475,1.595752363,0.311097883,160.4823672,0.270560696,1.754402032,2372,1555,156.0235228,0.372273589,5.129422121,0.194953735,0.761967692,14,,,
ERIKAR_P3_R1_W_00001.jpg,ERIKAR,3,3,0.277431756,6.45641921,17.41188492,13.25552324,17.41218258,13.25561978,2.999195943,16.81482385,13.00976336,1.223356477,0.447157885,1.162204612,0.303937086,164.7007573,0.387575535,1.267936414,3986,3105,164.7616002,0.347470264,3.823832848,0.261517707,0.927755296,17,,,
ERIKAR_P3_R1_W_00001.jpg,ERIKAR,3,4,0.277236006,12.57899141,10.86889224,14.01069347,10.86974973,14.01034314,3.509506707,10.06948935,13.75221419,1.468027773,0.497779532,1.366158388,0.258379884,20.08626731,0.282857269,1.530979405,2387,3375,16.48754266,0.298459347,5.287402286,0.189128791,0.845306565,18,,,
